song_title,song_url
花ふたたび,
インコンプリートノーツ,
君の手を (执子之手),
愛が足りなくて,
好きで好きでしょうがない,
弥太郎鴉,
くちなし雨情 (栀子雨情) (试听版),
逆転ラバーズ,
Sunny Side,
BLUE,
きっと私は,
デートの日は二度くらいシャワーして出かけたい,
Silent Solitude,
北の港で待つ女,
真夏の Fantasy,
花が咲いている,
Chocolate Love,
いちから二人,
冬の蝶,
Fly Me to the Star,
風に吹かれても (纵有风吹),
津軽おとこ節(试听版),
Vital (Intrumental),
Heading to Over,
花火と漫画とチョコと雨,
情熱アンソロジー,
Teacher Teacher,
椿の咲く港,
摇滚之母,
芭乐,
宁愿当初不相见,
半杯入魂,
渐渐,
星光,
一世同学,
开心节,
青春终老,
潜水,
心之科学,
夜半超人,
千年如一日,
勇悍17,
终生女友,
停半分钟听一阕歌,
That Girl,
卡路里-(电影《西虹市首富》插曲),
学猫叫,
讲真的,
让我做你的眼睛,
拥抱你离去,
往后余生(demo),
体面-(电影《前任3：再见前任》插曲),
嘴巴嘟嘟,
最美的期待-(电视剧《茧镇奇缘》片头曲),
再见只是陌生人,
起风了,
陷阱,
隔壁泰山,
一百万个可能,
说散就散-(电影《前任3：再见前任》主题曲),
不仅仅是喜欢,
空空如也,
可能否,
浪人琵琶,
我已经爱上你,
情人迷,
再见吧我最爱的你,
离人愁,
凉凉-(电视剧《三生三世十里桃花》片尾曲),
醉千年,
需要人陪,
雪落下的声音-(影视剧《延禧攻略》片尾曲),
牧马城市-(电视剧《老男孩》片尾曲),
我的将军啊,
广东爱情故事,
怀念青春,
纸短情长,
我们不一样,
像我这样的人,
往后余生,
最后我们没在一起,
消愁,
差一步,
远走高飞,
花桥流水,
一晃就老了(DJ何鹏版),
成都,
醉赤壁,
红昭愿,
123我爱你,
告白气球,
一晃就老了,
逆流成河,
带你去旅行,
回忆总想哭,
刚好遇见你,
爱的故事上集,
卡布奇诺,
半壶纱,
走马,
海草舞,
光明,
追光者-(电视剧《夏至未至》插曲),
HandClap,
小跳蛙,
Faded,
西海情歌,
叹云兮-(电视剧《芸汐传》片尾曲),
风筝误,
烟火里的尘埃,
突然想起你,
寻-(电视剧《猎毒人》片尾曲),
听心,
佛系少女,
BINGBIAN病变(女声版),
PLANET,
星球坠落,
9420,
越来越不懂,
星月-(电视剧《甜蜜暴击》片尾曲),
死心塌地去爱你,
给陌生的你听,
云烟成雨,
男孩,
演员,
唐人,
再也不会遇见第二个她,
魔鬼中的天使,
流浪的子弹,
我的唇吻不到我爱的人,
9277,
唐人(Live版),
九张机-(网剧《双世宠妃》主题曲),
答案 (Live),
风的季节,
不变的情缘,
许多年以后,
听心(DJ何鹏版),
有何不可,
爱的故事(上集),
爱你,
最美情侣,
过客,
高山流水,
光年之外-(电影《太空旅客》中文主题曲),
殇雪,
安娜的橱窗,
后来,
往后余生 (抖音完整版),
稻香,
一壶老酒,
光年之外,
妈妈我想你,
再见 你好,
心做し（Cover GUMI）,
答案,
青花瓷,
最美婚礼,
愿做菩萨那朵莲,
最美的情缘,
尽头,
去年夏天,
三生三世-(电视剧《三生三世十里桃花》主题曲),
给你们,
盗心贼,
喜欢你,
你一定要幸福 ,
逆战,
阿刁,
我的楼兰,
我的快乐就是想你,
梦中的婚礼,
Shape Of You,
猜不透,
小苹果-(电影《老男孩之猛龙过江》宣传曲),
飞蛾扑火,
Wait Wait Wait,
我们终究是错过,
拥抱你离去(DJ版),
梦里梦外都是你,
有点甜-(电视剧《借用一下你的爱》插曲),
盗将行,
那个人,
等你下课(with 杨瑞代),
最远的你是我最近的爱,
说散就散,
非酋,
38度6,
恋人心,
我又想你了,
Dream It Possible,
远走高飞(合唱版),
你打不过我吧,
歌在飞,
没有你陪伴真的好孤单,
白羊,
纸短情长(完整版),
丑八怪,
七月上,
一百万个可能 - DJ版,
佛说(原创),
抖音快手98K完整版（DJ麻子remix）,
花桥流水(合唱),
小半,
太想念,
咖喱咖喱,
灾,
那些你很冒险的梦,
偏爱,
勉为其难,
如果你爱上了别人,
PDD洪荒之力 (纯音乐),
我已经爱上你(正式版),
没有你陪伴我真的好孤单,
唱腔另类,
Nevada(Original Mix),
你的眼角流着我的泪,
爱如星火,
光辉岁月,
以后的以后,
无畏的明天-(电视剧《甜蜜暴击》片头曲),
喜欢你 (原唱: Beyond),
故事与她(Remix),
小可爱与小领带,
Friendships(Original Mix)(Remix),
当我要走的时候,
岁月神偷 (Demo),
落花成泥-(网络剧《芸汐传》推广曲),
三十出头,
几度梦回大唐,
Panama,
【祖娅纳惜·FRE】左手指月,
默-(电影《何以笙箫默》插曲),
我们的时光,
无味,
我的梦-(影视剧《为了你我愿意热爱整个世界》主题曲),
庸人自扰,
Send It,
你要的全拿走,
两个人的回忆一个人过,
平凡之路(Live版),
李白,
如果你爱上了别人请别告诉我,
行星,
卡路里-(电影《西虹市首富》插曲),
雪落下的声音-(影视剧《延禧攻略》片尾曲),
38度6,
盗将行,
去未来,
目不转睛,
晴天-(抖音版),
醉千年,
咖喱咖喱,
可能否,
光年之外,
Wait Wait Wait,
喜欢你,
红墙叹-(影视剧《延禧攻略》片尾曲）),
不染（cover毛不易）,
看-(影视剧《延禧攻略》片头曲主题曲),
灾,
像我这样的人,
That Girl (粤语版),
Pull Up,
You Can Be My GirlFriend,
倒数,
野花,
梅香如故-(电视剧《如懿传》片尾曲),
水中花+La Vie En Rose,
重生-(电视剧《夜天子》片头曲）,
左手指月（cover萨顶顶）,
撞,
陪我长大-(电影《快把我哥带走》主题曲),
寒鸦少年-(电视剧《斗破苍穹》主题曲),
最好的那年,
一生等你 (Cover：袁娅维),
盗将行(Cover 花粥),
It’s You,
No Fear in My Heart,
Five Hundred Miles,
再见,
我已经爱上你(一秒钟而已),
盗将行 (合唱),
彩虹下面-(电影《西虹市首富》推广曲),
小半(Live),
情霜,
我爱你Lover(DJ版),
左手-(手游《皇室战争》宣传曲),
LOVE SCENARIO(中文版),
不染,
我的爱-(慕思《觉醒》视频主题曲),
不负流年-(动漫《盛世妆娘》片头曲）,
星球坠落,
膨胀-(电影《西虹市首富》插曲),
心·机-(《天盛长歌》电视剧插曲),
你要的全拿走,
体面,
相忘-(影视剧《延禧攻略》片尾曲),
东风破,
冷殿下-(网络剧《惹上冷殿下》插曲),
我已经爱上你(女版),
光年之外+潜龙勿用,
I Love Poland,
煎熬,
推开世界的门,
余波荡漾,
来自天堂的魔鬼,
为你我受冷风吹,
卡布奇诺,
To Be Your Love-(网络剧《惹上冷殿下》插曲),
38度6(DJ小鱼儿版),
干杯朋友,
南方以南,
Young OG,
可不可以,
说散就散,
呼吸-(网络剧《惹上冷殿下》插曲),
好像掉进爱情海里,
时间轴,
Star-(网络剧《惹上冷殿下》插曲),
情非得已,
姑娘,
母系社会,
顶天立地,
当每颗星星-(电影《一出好戏》主题曲),
死了都要爱,
一剪梅,
你还怕大雨吗,
爱得像个小朋友-(影视剧《爱情进化论》人物主题曲),
有人,
那么喜欢你-(影视剧《爱情进化论》人物主题曲),
何以歌-(广播剧《魔道祖师》主题曲),
一百万个可能,
可一可再,
他在那里,
All Right-(影视剧《爱情进化论》人物主题曲),
恋语1910-(电视剧《十年阳光十年华》推广曲),
买条街,
双影-(电视剧《如懿传》主题曲),
燃烧我的卡路里,
任花落-(电视剧《夜天子》片尾曲）,
无常春秋-(电视剧《延禧攻略》 主题曲),
To Be Your Love -(网络剧《惹上冷殿下》片头曲),
往日时光+三套车,
往后余生 (demo),
Let You Go,
男孩,
都说,
Coco Made Me Do It,
最美的颜色-(影视剧《最美的青春》片头曲),
最美的风景-(影视剧《最美的青春》片尾曲),
光辉岁月,
催眠,
我已经爱上你,
离开,
Champ,
带我走-(电视剧《夜天子》插曲）,
Friendships(Original Mix)说唱改版,
不孤单,
Shall We Talk,
I Am The Man,
Hold Me Down（中文版）,
爱情进化论-(影视剧《爱情进化论》同名主题曲),
CrossFire-(游戏《穿越火线》主题曲),
经过-(网剧《惹上冷殿下》片尾曲),
当我想起你-(电视剧《月嫂先生》片头曲),
谁在怀念,
泡沫,
盛妆-(动漫《盛世妆娘》片尾曲）,
北京芭娜娜,
往后余生 + 讲真的,
追梦,
你懂我在等你吗,
如昨-(电视剧《天盛长歌》概念曲),
快给我点个赞-(《堡垒之夜》玩家定制曲),
何奈何-(电视剧《天盛长歌》片尾曲),
我的将军啊,
Shape Of You,
忘了我-(电视剧《夜天子》片尾曲）,
当真,
摩天轮的眼泪,
HandClap(98K中文版),
灯塔,
世外蓬莱(剑网3新门派蓬莱主题曲),
Rep That Culture,
那些你很冒险的梦(Live),
疯狂爱一回,
不动声色-(影视剧《爱情进化论》情感主题曲),
阿哥阿妹 (完整版),
我很好,
24小时,
我就在你身边,
Moonlight,
走马,
拥有,
止战之殇+Rap Doc,
8+8=8,
摩天大楼,
吴亦凡战队cypher,
狗去那边喂,
大雁,
如果你爱上了别人,
不忘初心,
动脑金,
中国新说唱EP07-RAP07,
为你写诗,
Get It Out,
阴转小雨,
爱得像个小朋友-(影视剧《爱情进化论》人物主题曲)(慢版),
伴-(网络剧《惹上冷殿下》插曲),
少年不知曲中意，听懂已是曲中人,
Mercy On Me,
竹林深处,
人生一世不容易,
快把我带走-(电影《快把我哥带走》推广曲),
呼吸(钢琴人声),
可不可以撩,
又一次爱上你,
Havana(mix),
To be your love(吉他人声),
带我走-(电视剧《夜天子》宣传曲）,
隔壁的泰山,
胭脂绯红-(网剧《芸汐传》插曲),
听妈妈的话,
时间都说过-(影视剧《最美的青春》插曲),
忽然之间,
谜-(电视剧《武动乾坤》乾坤主题曲),
一万次悲伤,
我的梦,
偷影子的人,
Love Will Save The World,
兰亭序,
我想和你在一起,
娜就是快乐,
Remember Me,
单行的轨道,
小橙子之歌,
爱得像个小朋友-(影视剧《爱情进化论》人物主题曲)(快版),
潘玮柏邓紫棋战队cypher,
一支红杏,
下辈子别再错过我了,
Rumor,
清守,
苏州河,
Wait Wait Wait,
目不转睛,
去年夏天,
最美婚礼,
去未来,
晴天-(抖音版),
38度6,
我已经爱上你,
雪落下的声音-(影视剧《延禧攻略》片尾曲),
【祖娅纳惜·FRE】左手指月,
醉千年,
光年之外,
平凡之路(Live版),
一晃就老了(DJ何鹏版),
吃鸡神曲（98K）,
盗将行,
宫墙柳-(电视剧《延禧攻略》插曲),
听心,
魔鬼中的天使,
9420,
佛说(原创),
最美的期待-(电视剧《茧镇奇缘》片头曲),
听心(DJ何鹏版),
让我做你的眼睛,
差一步,
我又想你了,
牧马城市-(电视剧《老男孩》片尾曲),
抖音快手98K完整版（DJ麻子remix）,
听说,
阿刁,
一晃就老了,
浪人琵琶,
我怎么这么好看(《青春芒果节》主题曲),
空空如也,
三十出头,
离人愁,
卡布奇诺,
陷阱,
广东爱情故事,
9277,
探清水河(Live),
海草舞,
无味,
卡路里-(电影《西虹市首富》插曲),
Friendships(Original Mix)(Remix),
最后我们没在一起,
纸短情长,
BINGBIAN病变(女声版),
不仅仅是喜欢,
可能否,
等你下课(with 杨瑞代),
Panama,
123我爱你,
云烟成雨,
我们终究是错过,
故事与她(Remix),
体面-(电影《前任3：再见前任》插曲),
走马,
学猫叫,
女儿国-(电影《西游记女儿国》主题曲),
佛系少女,
隔壁泰山,
纸短情长(完整版),
那个人,
庸人自扰,
梦里梦外都是你,
行星,
往后余生 (抖音完整版),
我的将军啊,
再见吧我最爱的你,
说散就散-(电影《前任3：再见前任》主题曲),
你打不过我吧,
戒烟,
讲真的,
我已经爱上你(正式版),
星球坠落,
往后余生,
白羊,
唐人(Live版),
安娜的橱窗,
往后余生(demo),
寻-(电视剧《猎毒人》片尾曲),
再也不会遇见第二个她,
落花成泥-(网络剧《芸汐传》推广曲),
叹云兮-(电视剧《芸汐传》片尾曲),
给陌生的你听,
小可爱与小领带,
千年,
咖喱咖喱,
Wolves,
你要的全拿走,
星月-(电视剧《甜蜜暴击》片尾曲),
无畏的明天-(电视剧《甜蜜暴击》片头曲),
喜欢你,
卡路里-(电影《西虹市首富》插曲),
学猫叫,
让我做你的眼睛,
往后余生(demo),
陷阱,
隔壁泰山,
不仅仅是喜欢,
可能否,
浪人琵琶,
醉千年,
我已经爱上你,
我的将军啊,
牧马城市-(电视剧《老男孩》片尾曲),
纸短情长,
往后余生,
卡布奇诺,
走马,
叹云兮-(电视剧《芸汐传》片尾曲),
寻-(电视剧《猎毒人》片尾曲),
星月-(电视剧《甜蜜暴击》片尾曲),
星球坠落,
给陌生的你听,
喜欢你,
雪落下的声音-(影视剧《延禧攻略》片尾曲),
云烟成雨,
光年之外,
唐人(Live版),
9277,
魔鬼中的天使,
往后余生 (抖音完整版),
梦里梦外都是你,
我们终究是错过,
盗将行,
你打不过我吧,
我已经爱上你(正式版),
咖喱咖喱,
纸短情长(完整版),
无畏的明天-(电视剧《甜蜜暴击》片头曲),
灾,
抖音快手98K完整版（DJ麻子remix）,
落花成泥-(网络剧《芸汐传》推广曲),
小可爱与小领带,
最美婚礼,
讲真的,
庸人自扰,
你要的全拿走,
【祖娅纳惜·FRE】左手指月,
我怎么这么好看(《青春芒果节》主题曲),
一爱难求-(电视剧《扶摇》片尾曲),
平凡之路(Live版),
时间飞行-(超级网剧《镇魂》推广曲),
38度6,
倒数,
青梅竹马,
Good Night,
探清水河(Live),
Wait Wait Wait,
You Can Be My GirlFriend,
吃鸡神曲（98K）,
Pull Up,
我对自己开了一枪,
For You-(电视剧流星花园》主题曲),
只要平凡(电影《我不是药神》主题曲),
宫墙柳-(电视剧《延禧攻略》插曲),
私奔,
夜巴黎,
一个人-(电视剧《猎毒人》主题曲),
最好的那年,
超级喜欢你,
一个人去巴黎,
去年夏天,
红墙叹-(影视剧《延禧攻略》片尾曲）),
爱最闪耀-(电视剧《一千零一夜》插曲),
菩提偈-(电视剧《独孤天下》片尾曲),
No Fear in My Heart,
怎样去爱-(电视剧《甜蜜暴击》插曲),
最好,
看-(影视剧《延禧攻略》片头曲主题曲),
可不可以,
9277(原版),
探清水河 (吉他版),
我的将军啊 (女版完整),
烟火里的尘埃 - 郁欢女生版,
That Girl (粤语版),
我们后会无期,
空空如也,
心愿涂鸦(《快乐大本营“不要说，唱”》 原创歌曲9),
It’s You,
哑巴,
撞,
宠护,
一千零一夜-(电视剧《一千零一夜》片头曲),
你还是从前的你吗,
山顶上的歌,
只要平凡-(电影《我不是药神》主题曲),
你要的全拿走 (Live),
地星撞海星(《快乐大本营“不要说，唱”》 原创歌曲5),
陪我长大-(电影《快把我哥带走》主题曲),
花不语-(电视剧《一千零一夜》片尾曲),
Boys,
我怎么这么好看,
Try Try Try,
陷阱,
HandClap,
佛系少女,
非酋,
Moshi Moshi,
A-Ha,
123我爱你,
Solo,
最美的期待,
远走高飞,
洗澡歌,
Stop!,
阳光彩虹小白马,
带你去旅行,
青梅竹马,
想要和你谈恋爱,
爱的魔法,
幼女幻奏,
初见,
风筝误,
惜别,
9420,
咖喱咖喱(Live),
镜花水月,
莫名其妙爱上你,
尽头,
给陌生的你听,
我又想你了,
哦老爸,
没有人心疼我,
陪你环游世界,
好汉歌,
Who (Original Mix) - remix,
谢谢时光,
超级喜欢你,
Call of the ambulance,
小甜心,
I Want You,
摩天轮的眼泪,
Left Right,
调皮,
是我的茶,
Good Time,
神经病之歌 - 二胡,
How To Love,
My Hot Girl,
短发,
讲真的,
小宝贝,
Rolling In the Deep,
当有一天我老了,
Shape Of You,
说走就走的旅行,
甜,
粉红色的回忆-电影《唐人街探案2》拜年歌),
Night Skies(Original Mix),
着迷,
世上最可爱的歌儿,
青柠,
如约而至,
有点甜-(电视剧《借用一下你的爱》插曲),
醉赤壁,
Stay With Me,
爱的就是你,
街头霸王,
慢慢喜欢你,
心愿便利贴,
大王叫我来巡山,
Shape Of You,
Superstar,
每一句都很甜,
Drive,
天造地设,
残桥,
让我们一起摇摆,
幸福在一起,
我只喜欢你,
酒歌,
再也没有,
勇敢爱,
つくりましょう!,
Yummy,
在雨中,
我要吃肉肉,
火火火起来,
怀念青春,
夜色(Remix),
私奔,
最美的情缘,
你要的全拿走,
往后余生,
陷阱,
逆流成河,
Arigato,
学猫叫,
浪人琵琶,
小可爱,
好喜欢你,
山美水美中国美,
往后余生(demo),
嘴巴嘟嘟,
讲真的,
小跳蛙,
枪枪稳扎姑娘心,
梦里梦外都是你,
夜巴黎,
耶耶耶,
小宝贝,
这节奏要飘了,
幸福的方式,
First Kiss,
小星星,
给大哥点点关注,
小甜心,
给陌生的你听,
答案,
撩人电(Remix),
这个夏天,
宝贝我的宝,
Original Mix Friendships,
听心(DJ何鹏版),
美了美了-(电视剧《收获的季节》主题曲),
云烟成雨,
美美哒,
我想牵你手,
123我爱你,
我们不一样,
男人不怕苦,
天在下雨我在想你,
高安＆纳兰珠儿 花桥流水(DJ邱浩 2012Mix)(qiu6hao3),
再见只是陌生人,
做一个大女人,
花开的时候你就来看我,
吃货进行曲,
甜了个蜜(DJ版),
遇见,
我又想你了,
悄悄话,
Summer Air,
快乐宝贝,
最美我们,
拥抱你离去,
不仅仅是喜欢,
赶着马车唱情歌,
浪漫空气-(综艺节目《如果爱 第四季》插曲),
一晃就老了(DJ何鹏版),
爱你的小脾气,
再也不会遇见第二个她,
纸短情长,
习惯一个人,
太想念,
男人一生,
超级喜欢你,
也许夜最适合哭,
小清新,
感谢,
感谢你曾来过(Dj培仔 Remix),
大悲咒,
后来,
故事与她(Remix),
Faded EA7,
这就是爱情 ,
最美情侣,
一晃就老了,
只宠你一人,
三十出头,
Sorry 对不起,
厉害了我的哥,
刚好遇见你,
佛系少女,
大王叫我来巡山（Cover 赵英俊）,
过客,
口哨战歌,
小猪佩奇,
唱腔另类,
回忆总想哭,
这一路走来,
像我这样的人,
抒情英文女声.,
康忙北鼻,
PLANET,
受够了你,
路太远,
We Can’t Stop,
真的朋友,
卡布奇诺,
二零三,
520,
重新喜欢你,
远走高飞,
多吃一点点,
别把疼你的人弄丢了,
Friendships(Original Mix)(Remix),
Wolves,
Panama,
The Spectre,
Solo,
Dura,
Heartbeat,
Ignite,
Lover Boy 88,
All Falls Down,
Darkside,
Flames,
Moshi Moshi,
Ferrari,
Mi Gente(Hugel Remix),
Time,
Despacito,
Shivers,
Believer,
Havana(Remix),
FRIENDS(Explicit),
In My Feelings(Explicit),
Main Kaun Hoon,
How Long,
Talk,
Nachdi Phira,
The La La La,
The Middle,
Colors,
So Far Away,
Remember Me(Duo)-(电影《寻梦环游记》主题曲),
Live It Up (Official Song 2018 FIFA World Cup Russia),
...Ready For It?(BloodPop® Remix),
Telescope,
Sucker for You,
Dastan,
Havana,
Genius,
Strawberries &amp; Cigarettes,
Are You With Me(Radio Edit),
Legends Never Die (Alan Walker Remix),
Red,
Hometown,
Time(纯音乐),
Look What You Made Me Do,
Grind Me Down (Jawster Remix),
Natural,
Domino,
2002,
Rainbow-(电影《小马宝莉大电影》主题曲),
Believer(Kaskade Remix),
You Are The Reason,
Meri Pyaari Ammi,
Ashes,
Sin Pijama,
Home,
Saahore Baahubali,
Never Be the Same,
You Are The Reason(Duet Version),
Just The Same (Explicit),
Sexy Baliye,
She,
Save Me,
Dandaalayya,
Kid Singing in Walmart (Lowercase EDM Remix),
I Have Nothing,
I’ll Miss You,
Never Enough,
The Way I Am,
Oka Praanam,
you should see me in a crown,
Breathe,
Sapne Re,
Remember Me,
Done For Me,
Mystery Of Love,
She’s On My Mind,
Delicate,
Dusk Till Dawn,
Champion,
Forever,
Shotgun,
ONE,
MKJ-Time(DonnyMashup),
Have It All,
Everybody Hates Me,
Back To You,
My Heart Will Go On,
I See Love,
In My Blood,
I Will Always Love You,
Babe,
A Million Dreams,
Rewrite The Stars,
No Tears Left To Cry,
This Is Me,
One Kiss,
사랑을 했다,
Lemon-(日剧《非自然死亡》主题曲),
썸 탈꺼야(Some)-[玩暧昧],
베베(BABE),
HYDRA-(TV动画《OVERLORDⅡ》片尾曲),
眉飞色舞,
shØut-(TV动画《ReCREATORS》OP2),
BANG BANG BANG (BIGBANG JAPAN DOME TOUR 2017 -LAST DANCE-),
Blue,
Black Suit,
LIKEY,
GO CRY GO(《OVERLORDⅡ》TV动画片头曲 ),
BLACK DRESS,
Let Go,
FLOWER ROAD,
致我的思春期,
Heart Shaker,
CLEAR (TV size) (《魔卡少女樱 CLEAR CARD篇》TV动画片头曲 ),
LOSER (BIGBANG JAPAN DOME TOUR 2017 -LAST DANCE-),
秋日早晨,
You Are,
#First Love,
Go Go -Japanese Ver.-,
トリカゴ(《DARLING in the FRANXX》TV动画第1-6集片尾曲),
鏡面の波-(TV动画《宝石之国》片头曲-TVアニメ「宝石の国」OPテーマ),
비처럼 가지마요(One More Chance),
피카부 (Peek-A-Boo),
Look,
HALF (TV size),
MIC Drop -Japanese Ver.-,
動く、動くTV动画《少女终末旅行》片头曲,
小さな恋のうた (小小恋歌) (《擅长捉弄人的高木同学》TV动画第9集片尾曲),
うまるん体操 (小埋体操) (TV size),
瞬き-[闪烁]-(电影《跨越8年的新娘》主题曲),
空,
More One NightTV动画《少女终末旅行》片尾曲,
どんな星空よりも、どんな思い出よりも(比任何星空，比任何回忆)-(《如果有妹妹就好了。》TV动画片尾曲),
みちしるべ(试听版)-(动画片《紫罗兰永恒花园》片尾曲),
想象,
ASH-(TV动画《FateApocrypha》OP2),
Best Friend,
SOMETHING SPECIAL ,
IF YOU (BIGBANG JAPAN DOME TOUR 2017 -LAST DANCE-),
NoNoNo,
Rubber Band,
Best Of Me -Japanese Ver.-,
当夜晚来临,
JERK,
Beautiful,
Wake Me Up,
One More Time,
Long Time No See,
Bright Burning Shout,
Don’T Forget,
Crystal Snow,
明日の君さえいればいい。,
Good Day for a Good Day,
Water Blue New World,
SObeR,
体温,
